Hour,demand
22,0.756286435
23,0.711433046
24,0.668972418
1,0.646175933
2,0.63569129
3,0.627947446
4,0.628817541
5,0.634081615
6,0.651875054
7,0.704602802
8,0.763203689
9,0.791438267
10,0.794266075
11,0.775733055
12,0.765857478
13,0.756460454
14,0.739493605
15,0.730705647
16,0.739406595
17,0.773775342
18,0.829591926
19,0.830244497
20,0.802009919
21,0.785478117
22,0.759027234
23,0.716044549
24,0.677934395
1,0.647829113
2,0.627642913
3,0.614983033
4,0.609675455
5,0.610850083
6,0.620725659
7,0.647002523
8,0.678543461
9,0.693204559
10,0.701296441
11,0.700208823
12,0.69311755
13,0.690811798
14,0.681066736
15,0.676803272
16,0.690376751
17,0.729922562
18,0.789915601
19,0.783955451
20,0.759418777
21,0.7385365
22,0.714173845
23,0.681632298
24,0.646523971
1,0.624945619
2,0.607935265
3,0.600234926
4,0.596798051
5,0.587488036
6,0.59523188
7,0.617288784
8,0.645653876
9,0.663360306
10,0.681458279
11,0.694727225
12,0.703776212
13,0.706952058
14,0.703341164
15,0.701078918
16,0.717871748
17,0.755372836
18,0.803141042
19,0.786087184
20,0.764117289
21,0.739493605
22,0.715087445
23,0.685373706
24,0.65000435
1,0.624032019
2,0.605368485
3,0.599625859
4,0.596450013
5,0.6036718
6,0.623727486
7,0.6779779
8,0.726442182
9,0.749195162
10,0.757765596
11,0.747367963
12,0.75302358
13,0.76981641
14,0.773079266
15,0.757939615
16,0.780953624
17,0.808883668
18,0.831549639
19,0.805881841
20,0.791177238
21,0.762986165
22,0.734882102
23,0.687374924
24,0.641433916
1,0.623814496
2,0.612372749
3,0.606021056
4,0.598190203
5,0.60110502
6,0.626946837
7,0.675802662
8,0.724658488
9,0.756068912
10,0.774297398
11,0.783998956
12,0.789089011
13,0.790568172
14,0.783215871
15,0.779300444
16,0.782998347
17,0.812146524
18,0.845123118
19,0.825328461
20,0.801052815
21,0.781823719
22,0.747367963
23,0.703950231
24,0.659183851
1,0.627077351
2,0.610284521
3,0.598929783
4,0.592056034
5,0.597581136
6,0.620116593
7,0.661185069
8,0.715609501
9,0.745714783
10,0.757330549
11,0.761594014
12,0.760636909
13,0.754459236
14,0.747193944
15,0.735186635
16,0.744757679
17,0.773905856
18,0.812581571
19,0.794483599
20,0.777951797
21,0.751848952
22,0.71843731
23,0.675759158
24,0.637387975
1,0.612981815
2,0.597929174
3,0.588010093
4,0.584877752
5,0.595710432
6,0.615461585
7,0.656356043
8,0.711868094
9,0.741712347
10,0.748629601
11,0.740668233
12,0.742538937
13,0.74110328
14,0.73348995
15,0.730662142
16,0.742190899
17,0.763725746
18,0.804272166
19,0.783085356
20,0.753980684
21,0.732967894
22,0.708953276
23,0.661402593
24,0.619986078
1,0.59366571
2,0.578830593
3,0.569346559
4,0.566953798
5,0.570782215
6,0.595666928
7,0.631427826
8,0.677325328
9,0.708213695
10,0.722048203
11,0.725267554
12,0.733620465
13,0.735447664
14,0.731358218
15,0.729226486
16,0.732271818
17,0.764378317
18,0.804924737
19,0.786435221
20,0.766597059
21,0.747498477
22,0.715261463
23,0.680588184
24,0.642739059
1,0.614939528
2,0.594579309
3,0.58017924
4,0.578134517
5,0.580005221
6,0.591620987
7,0.611763682
8,0.639693727
9,0.661141564
10,0.671452188
11,0.680675194
12,0.693726616
13,0.693770121
14,0.691029322
15,0.686287305
16,0.696119377
17,0.722744279
18,0.768250239
19,0.758113634
20,0.730531628
21,0.714695902
22,0.691812408
23,0.655398938
24,0.612024711
1,0.588010093
2,0.574175585
3,0.567214826
4,0.568998521
5,0.568780997
6,0.572087358
7,0.582789524
8,0.603628295
9,0.629557122
10,0.65174454
11,0.671495693
12,0.693204559
13,0.696989472
14,0.700121813
15,0.701426956
16,0.712042113
17,0.747411468
18,0.795527713
19,0.77825633
20,0.756068912
21,0.72687723
22,0.709518838
23,0.669233446
24,0.638432089
1,0.612416253
2,0.595666928
3,0.5926651
4,0.593100148
5,0.597581136
6,0.624032019
7,0.681066736
8,0.730966675
9,0.759070739
10,0.76468285
11,0.761898547
12,0.750804838
13,0.748542591
14,0.749238667
15,0.744192117
16,0.754241712
17,0.782084747
18,0.825763508
19,0.812581571
20,0.793874532
21,0.772252676
22,0.73697033
23,0.6972505
24,0.65679109
1,0.628034456
2,0.6146785
3,0.605629514
4,0.602236144
5,0.605020447
6,0.630949273
7,0.680631689
8,0.724136431
9,0.750543809
10,0.761811537
11,0.759549291
12,0.751718437
13,0.744670669
14,0.736404768
15,0.742451927
16,0.757939615
17,0.785652136
18,0.824153833
19,0.81623597
20,0.798181502
21,0.773340294
22,0.743452536
23,0.703341164
24,0.664795963
1,0.638388584
2,0.622465849
3,0.612459758
4,0.609457931
5,0.615244062
6,0.639606717
7,0.686896372
8,0.743887584
9,0.77568955
10,0.796745845
11,0.785956669
12,0.77229618
13,0.760767424
14,0.759331767
15,0.759505786
16,0.777516749
17,0.802836509
18,0.837161751
19,0.82550248
20,0.802488471
21,0.776690159
22,0.741320804
23,0.697642043
24,0.650395893
1,0.621987297
2,0.608196293
3,0.602192639
4,0.600843992
5,0.607500218
6,0.628034456
7,0.670886627
8,0.72183068
9,0.745758288
10,0.747977029
11,0.743800574
12,0.744322631
13,0.744105107
14,0.743974593
15,0.743583051
16,0.749456191
17,0.769555382
18,0.81540938
19,0.800356739
20,0.773340294
21,0.747846515
22,0.71413034
23,0.674802053
24,0.634777691
1,0.621943792
2,0.607021665
3,0.597320108
4,0.598103193
5,0.602192639
6,0.625815714
7,0.666101105
8,0.711476551
9,0.748586096
10,0.759766815
11,0.765900983
12,0.770555991
13,0.765857478
14,0.761724528
15,0.762420604
16,0.767597668
17,0.789002001
18,0.820542939
19,0.821064996
20,0.797876969
21,0.778430349
22,0.745932307
23,0.709779866
24,0.671974245
1,0.644435743
2,0.628556513
3,0.621421735
4,0.618680936
5,0.621160707
6,0.638780127
7,0.65935787
8,0.698468633
9,0.722831289
10,0.731053685
11,0.73862351
12,0.734925607
13,0.72596363
14,0.718480814
15,0.717306186
16,0.73192378
17,0.769598886
18,0.826807622
19,0.83807535
20,0.798616549
21,0.772948751
22,0.749238667
23,0.719481423
24,0.684938658
1,0.660097451
2,0.643000087
3,0.632906987
4,0.625163143
5,0.623770991
6,0.634560167
7,0.644653267
8,0.667232228
9,0.689767685
10,0.696902462
11,0.707909162
12,0.724658488
13,0.730836161
14,0.733402941
15,0.735621683
16,0.742582441
17,0.776385626
18,0.824197338
19,0.819498825
20,0.785565127
21,0.753545636
22,0.727529801
23,0.69220395
24,0.65761768
1,0.633037501
2,0.621682763
3,0.615809623
4,0.613808405
5,0.624684591
6,0.652310102
7,0.696858958
8,0.749891238
9,0.775298007
10,0.774775951
11,0.774079875
12,0.770077438
13,0.769511877
14,0.759810319
15,0.757635082
16,0.770338467
17,0.793918037
18,0.830897068
19,0.82880884
20,0.805055251
21,0.77660315
22,0.741320804
23,0.713651788
24,0.66871139
1,0.637561994
2,0.618463413
3,0.613199339
4,0.612546768
5,0.616027147
6,0.639258679
7,0.679152528
8,0.735012616
9,0.762420604
10,0.785608631
11,0.79678935
12,0.80688245
13,0.816279474
14,0.804968242
15,0.806490908
16,0.79687636
17,0.822544157
18,0.854389628
19,0.848777517
20,0.81540938
21,0.784303489
22,0.756547464
23,0.722048203
24,0.679718089
1,0.661402593
2,0.643652658
3,0.630949273
4,0.629339598
5,0.635908814
6,0.657139128
7,0.703167145
8,0.754372227
9,0.777081702
10,0.78330288
11,0.780953624
12,0.756808492
13,0.747150439
14,0.736274254
15,0.735708692
16,0.760680414
17,0.795788741
18,0.843600452
19,0.854911685
20,0.82715566
21,0.801748891
22,0.76981641
23,0.732445837
24,0.689463151
1,0.663099278
2,0.645305838
3,0.641520926
4,0.64082485
5,0.650526407
6,0.677412338
7,0.718567824
8,0.766162012
9,0.791307753
10,0.783694423
11,0.774297398
12,0.772165666
13,0.771948142
14,0.767206125
15,0.769163839
16,0.792395371
17,0.821891586
18,0.869572783
19,0.876620552
20,0.854172105
21,0.819933873
22,0.791351257
23,0.748673105
24,0.712999217
1,0.696597929
2,0.686548334
3,0.678369442
4,0.673148873
5,0.679413556
6,0.698251109
7,0.733098408
8,0.779256939
9,0.804533194
10,0.804185156
11,0.81110241
12,0.806621422
13,0.795310189
14,0.770381972
15,0.770294962
16,0.776168102
17,0.80431567
18,0.845906204
19,0.861045854
20,0.833376838
21,0.81275559
22,0.780388062
23,0.742234404
24,0.706473506
1,0.674236492
2,0.668189333
3,0.662359697
4,0.660576003
5,0.659009832
6,0.668885409
7,0.688593057
8,0.712999217
9,0.735882711
10,0.749934743
11,0.749717219
12,0.751457409
13,0.743060994
14,0.726746715
15,0.717915253
16,0.719046376
17,0.74275646
18,0.80936222
19,0.821761072
20,0.785304098
21,0.764595841
22,0.743844079
23,0.710780475
24,0.679239537
1,0.649699817
2,0.637823023
3,0.627512399
4,0.621117202
5,0.619594536
6,0.633429044
7,0.642956582
8,0.668232837
9,0.690681284
10,0.708039676
11,0.717219177
12,0.724701993
13,0.724919516
14,0.725920125
15,0.72431045
16,0.736752806
17,0.770991038
18,0.813930218
19,0.821587053
20,0.794048551
21,0.773166275
22,0.743235013
23,0.70660402
24,0.676107196
1,0.650439398
2,0.646610981
3,0.645610372
4,0.640955364
5,0.647046028
6,0.677499347
7,0.726137649
8,0.772557209
9,0.801661881
10,0.810188811
11,0.797920473
12,0.791046724
13,0.783824937
14,0.772209171
15,0.765378926
16,0.777821283
17,0.811363439
18,0.86248151
19,0.858000522
20,0.830418516
21,0.801618376
22,0.767684678
23,0.727877839
24,0.688984599
1,0.664621944
2,0.64926477
3,0.636909423
4,0.637039937
5,0.646001914
6,0.671278169
7,0.711955103
8,0.769207344
9,0.784564518
10,0.779778996
11,0.770773514
12,0.764117289
13,0.757330549
14,0.746932916
15,0.74541025
16,0.750674324
17,0.780953624
18,0.818063169
19,0.826807622
20,0.80614287
21,0.782998347
22,0.749891238
23,0.708605238
24,0.667971809
1,0.642608544
2,0.624162534
3,0.620421126
4,0.623770991
5,0.632732968
6,0.656138519
7,0.701339946
8,0.758635691
9,0.782780823
10,0.779648482
11,0.75724354
12,0.739493605
13,0.726442182
14,0.714652397
15,0.708126686
16,0.716262073
17,0.753154094
18,0.808231097
19,0.828634821
20,0.812059514
21,0.785391108
22,0.758331158
23,0.713956321
24,0.675889672
1,0.649786827
2,0.63155834
3,0.630557731
4,0.628469503
5,0.634386148
6,0.658052728
7,0.706908553
8,0.757200035
9,0.767075611
10,0.736230749
11,0.716088054
12,0.70999739
13,0.699077699
14,0.692421474
15,0.692987036
16,0.712825198
17,0.746367354
18,0.799704168
19,0.810319325
20,0.782519795
21,0.764334812
22,0.731053685
23,0.685156182
24,0.646262943
1,0.628904551
2,0.61037153
3,0.615461585
4,0.612242234
5,0.614852519
6,0.638736622
7,0.686200296
8,0.733228922
9,0.763073175
10,0.772731228
11,0.785173584
12,0.797876969
13,0.787870878
14,0.782650309
15,0.769903419
16,0.770207953
17,0.785956669
18,0.820107892
19,0.831854172
20,0.807143479
21,0.788566954
22,0.756068912
23,0.718654833
24,0.677107805
1,0.651048464
2,0.632602454
3,0.623727486
4,0.620073088
5,0.624119029
6,0.6357783
7,0.656225529
8,0.689028104
9,0.715087445
10,0.725789611
11,0.731619246
12,0.734534064
13,0.732184808
14,0.732141303
15,0.733707474
16,0.739754633
17,0.771165057
18,0.812146524
19,0.827590707
20,0.800878796
21,0.77320978
22,0.749369181
23,0.717001653
24,0.677760376
1,0.655790481
2,0.639519708
3,0.630818759
4,0.62725137
5,0.626685809
6,0.634299139
7,0.656008005
8,0.67963108
9,0.704515792
10,0.716566606
11,0.722135213
12,0.722222222
13,0.719046376
14,0.712955712
15,0.714260854
16,0.728356391
17,0.769642391
18,0.828199774
19,0.850474202
20,0.81532237
21,0.792830419
22,0.768815801
23,0.737579396
24,0.702123031
1,0.680066127
2,0.667580266
3,0.664099887
4,0.666188115
5,0.675889672
6,0.704689811
7,0.755633864
8,0.815931437
9,0.835682589
10,0.837422779
11,0.815452884
12,0.796310798
13,0.783433394
14,0.768424258
15,0.766945097
16,0.782998347
17,0.823805795
18,0.868833203
19,0.883929348
20,0.854346124
21,0.830026973
22,0.798486035
23,0.759766815
24,0.720264509
1,0.700948403
2,0.685678239
3,0.676281215
4,0.673627425
5,0.677020795
6,0.701687984
7,0.749108153
8,0.798573044
9,0.824284347
10,0.821935091
11,0.806316889
12,0.78926303
13,0.76816323
14,0.759027234
15,0.761158966
16,0.766858088
17,0.80192291
18,0.857652484
19,0.865831376
20,0.841512225
21,0.820977987
22,0.779387453
23,0.737231358
24,0.704167754
1,0.682284869
2,0.669755503
3,0.661794136
4,0.660053946
5,0.670103541
6,0.697598538
7,0.749369181
8,0.798834073
9,0.810884886
10,0.797137388
11,0.782302271
12,0.778212825
13,0.767989211
14,0.765987993
15,0.766118507
16,0.785739146
17,0.823022709
18,0.865526842
19,0.878143218
20,0.857347951
21,0.833159314
22,0.800139215
23,0.756373445
24,0.718524319
1,0.694814235
2,0.676020186
3,0.668493866
4,0.663534325
5,0.669624989
6,0.698686157
7,0.746802401
8,0.798964587
9,0.810319325
10,0.792482381
11,0.769685896
12,0.75550335
13,0.744844688
14,0.738797529
15,0.736361263
16,0.749847733
17,0.795919255
18,0.850648221
19,0.869398764
20,0.855216219
21,0.832376229
22,0.799791177
23,0.768728791
24,0.727834334
1,0.696336901
2,0.678238928
3,0.675019577
4,0.672322283
5,0.687200905
6,0.721613156
7,0.768772296
8,0.81706256
9,0.837205255
10,0.84486209
11,0.838423388
12,0.826807622
13,0.814234752
14,0.789698077
15,0.776037588
16,0.784259984
17,0.823196728
18,0.866353433
19,0.879317846
20,0.86008875
21,0.83898895
22,0.804446185
23,0.76651005
24,0.728356391
1,0.703384669
2,0.687113895
3,0.681066736
4,0.67367093
5,0.681110241
6,0.690289742
7,0.713608283
8,0.739711129
9,0.755024798
10,0.770120943
11,0.782563299
12,0.773296789
13,0.766727573
14,0.767858697
15,0.77312277
16,0.789132515
17,0.818193683
18,0.853998086
19,0.860306273
20,0.84146872
21,0.803619595
22,0.781693205
23,0.758505177
24,0.720395023
1,0.696945967
2,0.680762203
3,0.670538589
4,0.67119116
5,0.670321065
6,0.672539807
7,0.691899417
8,0.716827634
9,0.726703211
10,0.726529192
11,0.720351518
12,0.709127295
13,0.691899417
14,0.672235274
15,0.671060646
16,0.68724441
17,0.728182372
18,0.791046724
19,0.818237188
20,0.801183329
21,0.771643609
22,0.749064648
23,0.720308014
24,0.686896372
1,0.666014096
2,0.647350561
3,0.63751849
4,0.636169843
5,0.633081006
6,0.644392239
7,0.668537371
8,0.683981554
9,0.707865657
10,0.725441573
11,0.737100844
12,0.74201688
13,0.730009571
14,0.700252328
15,0.701644479
16,0.716566606
17,0.75302358
18,0.801096319
19,0.814365266
20,0.797572435
21,0.784477508
22,0.758157139
23,0.72000348
24,0.688201514
1,0.670843122
2,0.654485339
3,0.648177151
4,0.646132428
5,0.653267206
6,0.680022622
7,0.722352736
8,0.763508222
9,0.807926564
10,0.820499434
11,0.825720003
12,0.828156269
13,0.83650918
14,0.819281302
15,0.800661272
16,0.803706604
17,0.810058296
18,0.848734012
19,0.867789089
20,0.869050727
21,0.832941791
22,0.801879405
23,0.763682241
24,0.72009049
1,0.710693466
2,0.699382233
3,0.694596711
4,0.692116941
5,0.687940486
6,0.710693466
7,0.759766815
8,0.810797877
9,0.829417907
10,0.81623597
11,0.796441312
12,0.779778996
13,0.77660315
14,0.762725137
15,0.775254503
16,0.794744627
17,0.818585226
18,0.849517097
19,0.867223527
20,0.852866962
21,0.824980423
22,0.793047942
23,0.75467676
24,0.708692247
1,0.682415383
2,0.668841904
3,0.660880536
4,0.65761768
5,0.667319238
6,0.687331419
7,0.735012616
8,0.78421648
9,0.806012355
10,0.812668581
11,0.810928391
12,0.799443139
13,0.795005656
14,0.789045506
15,0.782128252
16,0.791786305
17,0.817976159
18,0.843078396
19,0.857782998
20,0.84908205
21,0.823544766
22,0.790350648
23,0.747541982
24,0.704254764
1,0.678847994
2,0.663969373
3,0.663621335
4,0.665274515
5,0.67367093
6,0.685156182
7,0.734925607
8,0.779822501
9,0.804924737
10,0.810971896
11,0.802488471
12,0.787696859
13,0.774558427
14,0.767075611
15,0.766858088
16,0.771600104
17,0.79165579
18,0.816758027
19,0.825328461
20,0.811232924
21,0.791786305
22,0.766553554
23,0.737144349
24,0.693639607
1,0.665405029
2,0.652701644
3,0.643087096
4,0.63329853
5,0.636082833
6,0.650526407
7,0.671843731
8,0.701600975
9,0.727790829
10,0.73523014
11,0.723092317
12,0.704254764
13,0.691333855
14,0.686548334
15,0.682023841
16,0.692813017
17,0.722352736
18,0.764813365
19,0.792699904
20,0.779691986
21,0.75807013
22,0.735012616
23,0.701600975
24,0.667536762
1,0.65761768
2,0.641477421
3,0.623292439
4,0.622378839
5,0.633168015
6,0.637257461
7,0.656095014
8,0.677281824
9,0.696293396
10,0.687418429
11,0.676629253
12,0.668319847
13,0.661228574
14,0.648525189
15,0.646175933
16,0.67193074
17,0.72091708
18,0.769990429
19,0.79422257
20,0.778473854
21,0.755546855
22,0.729574524
23,0.694335683
24,0.653615244
1,0.632776473
2,0.609892978
3,0.603367267
4,0.601148525
5,0.606586618
6,0.631601845
7,0.685373706
8,0.734273036
9,0.759810319
10,0.770860524
11,0.780518577
12,0.786261202
13,0.782911337
14,0.769337858
15,0.758853215
16,0.759853824
17,0.782693814
18,0.810623858
19,0.81623597
20,0.793526494
21,0.766249021
22,0.729008962
23,0.688767076
24,0.650656922
1,0.623770991
2,0.608935874
3,0.60036544
4,0.597929174
5,0.6045854
6,0.627425389
7,0.678456452
8,0.727790829
9,0.756634473
10,0.75807013
11,0.74614983
12,0.743713565
13,0.741668842
14,0.727138258
15,0.721091099
16,0.725267554
17,0.740450709
18,0.773775342
19,0.786043679
20,0.780692595
21,0.755285826
22,0.72183068
23,0.68724441
24,0.643609153
1,0.622422344
2,0.607761246
3,0.599408336
4,0.597494127
5,0.603019229
6,0.621682763
7,0.671017141
8,0.710997999
9,0.721613156
10,0.70834421
11,0.700078309
12,0.695466806
13,0.695771339
14,0.694683721
15,0.696075872
16,0.701296441
17,0.73688332
18,0.772209171
19,0.783389889
20,0.774688941
21,0.75467676
22,0.733054903
23,0.696641434
24,0.655094405
1,0.628513008
2,0.615853128
3,0.608283303
4,0.604846428
5,0.606978161
6,0.638780127
7,0.693683111
8,0.749238667
9,0.760375881
10,0.734273036
11,0.708866266
12,0.697946576
13,0.691159836
14,0.682850431
15,0.681936831
16,0.695031758
17,0.724658488
18,0.776559645
19,0.806751936
20,0.804446185
21,0.784738537
22,0.74623684
23,0.706691029
24,0.665709562
1,0.637997042
2,0.623770991
3,0.622465849
4,0.625032629
5,0.635517271
6,0.658400766
7,0.711737579
8,0.744322631
9,0.73183677
10,0.70569042
11,0.696162882
12,0.69055077
13,0.694553206
14,0.673409902
15,0.664926477
16,0.662881754
17,0.691290351
18,0.736230749
19,0.765161403
20,0.765552945
21,0.750282781
22,0.715304968
23,0.680240146
24,0.638780127
1,0.616766728
2,0.593883233
3,0.577394936
4,0.579613678
5,0.581266858
6,0.593796224
7,0.61889846
8,0.650047855
9,0.679457061
10,0.718002262
11,0.722874793
12,0.712825198
13,0.687461933
14,0.666579657
15,0.646001914
16,0.644087706
17,0.667928304
18,0.715696511
19,0.741320804
20,0.733750979
21,0.714608892
22,0.688245019
23,0.655616462
24,0.624119029
1,0.603976333
2,0.596580527
3,0.5834856
4,0.574262595
5,0.576002784
6,0.58183242
7,0.588749674
8,0.606412599
9,0.634299139
10,0.645958409
11,0.65770469
12,0.67375794
13,0.675106587
14,0.662446707
15,0.661359088
16,0.688027495
17,0.708170191
18,0.74201688
19,0.742190899
20,0.732967894
21,0.700295832
22,0.670016532
23,0.632036892
24,0.590098321
1,0.567910902
2,0.552466719
3,0.549029844
4,0.551335596
5,0.568780997
6,0.598451231
7,0.648264161
8,0.7073436
9,0.736361263
10,0.731619246
11,0.723527364
12,0.724614983
13,0.73183677
14,0.723657879
15,0.714521883
16,0.721308623
17,0.758374663
18,0.811276429
19,0.84155573
20,0.836291656
21,0.815452884
22,0.783259375
23,0.746280345
24,0.706125468
1,0.685243192
2,0.668667885
3,0.663795354
4,0.669668494
5,0.685634734
6,0.717741234
7,0.760984947
8,0.787044288
9,0.791786305
10,0.766858088
11,0.754328722
12,0.732576351
13,0.714173845
14,0.694727225
15,0.691768903
16,0.705646916
17,0.745105717
18,0.796267293
19,0.825676499
20,0.822805186
21,0.795310189
22,0.75458975
23,0.708822762
24,0.659444879
1,0.636343861
2,0.611154616
3,0.603497781
4,0.603019229
5,0.613938919
6,0.646175933
7,0.688723571
8,0.736361263
9,0.744192117
10,0.735143131
11,0.710432437
12,0.698381624
13,0.70229705
14,0.700991908
15,0.691855912
16,0.701339946
17,0.731793265
18,0.778430349
19,0.794396589
20,0.789306534
21,0.767815192
22,0.732793875
23,0.687113895
24,0.647698599
1,0.621334725
2,0.607195684
3,0.603062734
4,0.602627686
5,0.609936483
6,0.63403811
7,0.675367615
8,0.721308623
9,0.725398068
10,0.70321065
11,0.689811189
12,0.684286087
13,0.685765248
14,0.681719307
15,0.676542243
16,0.679283042
17,0.724614983
18,0.774775951
19,0.821978596
20,0.825371966
21,0.80431567
22,0.7715566
23,0.732489341
24,0.686635343
1,0.65761768
2,0.641955973
3,0.641477421
4,0.636082833
5,0.646959019
6,0.670843122
7,0.718002262
8,0.752501523
9,0.74963021
10,0.729444009
11,0.707474115
12,0.704341773
13,0.698381624
14,0.690811798
15,0.677629862
16,0.690202732
17,0.72770382
18,0.767467154
19,0.796615331
20,0.796093274
21,0.772774732
22,0.740581223
23,0.703863221
24,0.660880536
1,0.635821805
2,0.62725137
3,0.618550422
4,0.615940137
5,0.619115984
6,0.631123292
7,0.657530671
8,0.684199078
9,0.692726007
10,0.69229096
11,0.690115723
12,0.687635952
13,0.683415992
14,0.671713217
15,0.663055773
16,0.671147655
17,0.700208823
18,0.742451927
19,0.780866614
20,0.784346994
21,0.764508831
22,0.737448882
23,0.69981728
24,0.665405029
1,0.639476203
2,0.621204211
3,0.613547377
4,0.616027147
5,0.625032629
6,0.634386148
7,0.656573567
8,0.660619508
9,0.649438789
10,0.644740277
11,0.639432698
12,0.651396502
13,0.656225529
14,0.640650831
15,0.632689463
16,0.641303402
17,0.681066736
18,0.740450709
19,0.779953015
20,0.791438267
21,0.767815192
22,0.741407813
23,0.703384669
24,0.667058209
1,0.646045419
2,0.632993996
3,0.625119638
4,0.622639868
5,0.628556513
6,0.648655703
7,0.695379796
8,0.732054294
9,0.744931698
10,0.736187244
11,0.706212477
12,0.705124859
13,0.693161055
14,0.692073436
15,0.689680675
16,0.705385887
17,0.737666406
18,0.770817019
19,0.78669625
20,0.773775342
21,0.744888193
22,0.716044549
23,0.682328374
24,0.640868355
1,0.615940137
2,0.595057861
3,0.593970243
4,0.602410163
5,0.609849474
6,0.626859828
7,0.67789089
8,0.707300096
9,0.71073697
10,0.681936831
11,0.657356652
12,0.650874445
13,0.648177151
14,0.636387366
15,0.634690681
16,0.644261725
17,0.67789089
18,0.722439746
19,0.745062212
20,0.744279126
21,0.720395023
22,0.692508483
23,0.651657531
24,0.610893587
1,0.590098321
2,0.567345341
3,0.558513878
4,0.559470982
5,0.567649874
6,0.590141825
7,0.635517271
8,0.674671539
9,0.673801444
10,0.654833377
11,0.645610372
12,0.629948664
13,0.631949883
14,0.619899069
15,0.625859219
16,0.643478639
17,0.687548943
18,0.714391369
19,0.729922562
20,0.72348386
21,0.695031758
22,0.660140955
23,0.616984251
24,0.573958061
1,0.546028017
2,0.531018881
3,0.522535456
4,0.517749935
5,0.523362046
6,0.54807274
7,0.59523188
8,0.645610372
9,0.657748195
10,0.652266597
11,0.648307666
12,0.64504481
13,0.640607326
14,0.637605499
15,0.633777082
16,0.634299139
17,0.668537371
18,0.69899069
19,0.717915253
20,0.718959367
21,0.696206386
22,0.670886627
23,0.634908205
24,0.601235535
1,0.583094057
2,0.565996694
3,0.559645001
4,0.562690333
5,0.568998521
6,0.592969634
7,0.641346907
8,0.672322283
9,0.666927695
10,0.639476203
11,0.612981815
12,0.607587227
13,0.611241625
14,0.614460976
15,0.624380057
16,0.631384321
17,0.652788654
18,0.697816062
19,0.734838597
20,0.755546855
21,0.735665188
22,0.711476551
23,0.679674585
24,0.643696163
1,0.62311842
2,0.592317063
3,0.593274167
4,0.594709823
5,0.605934047
6,0.61881145
7,0.639563212
8,0.643913687
9,0.644348734
10,0.633907596
11,0.630557731
12,0.628208475
13,0.621160707
14,0.609196902
15,0.59788567
16,0.604324371
17,0.649221265
18,0.692813017
19,0.711998608
20,0.717393196
21,0.696032368
22,0.673018359
23,0.63751849
24,0.602584182
1,0.577394936
2,0.562168276
3,0.562603324
4,0.558513878
5,0.562864352
6,0.569477073
7,0.581962934
8,0.597668146
9,0.60201862
10,0.600669973
11,0.597146089
12,0.607500218
13,0.597233098
14,0.588662664
15,0.592882624
16,0.6155921
17,0.65844427
18,0.699338728
19,0.739841643
20,0.751500914
21,0.72348386
22,0.692247455
23,0.65935787
24,0.631775864
1,0.609066388
2,0.610719568
3,0.611328635
4,0.628904551
5,0.653006178
6,0.698686157
7,0.753284608
8,0.765509441
9,0.73531715
10,0.703384669
11,0.692073436
12,0.685373706
13,0.682371879
14,0.666188115
15,0.666449143
16,0.689941704
17,0.72770382
18,0.752414513
19,0.777864787
20,0.771817628
21,0.741277299
22,0.699295223
23,0.657052119
24,0.624249543
1,0.607935265
2,0.600452449
3,0.595840947
4,0.600626468
5,0.620899678
6,0.671713217
7,0.736796311
8,0.765335422
9,0.758026625
10,0.745758288
11,0.73440355
12,0.711259027
13,0.699121204
14,0.691986427
15,0.695771339
16,0.709518838
17,0.740624728
18,0.754154703
19,0.768250239
20,0.761202471
21,0.731053685
22,0.691899417
23,0.647655094
24,0.617201775
1,0.601279039
2,0.5935787
3,0.591272949
4,0.598973288
5,0.618767946
6,0.678238928
7,0.724571478
8,0.742886975
9,0.73357696
10,0.713956321
11,0.684808144
12,0.670582093
13,0.67036457
14,0.650308884
15,0.645218829
16,0.661272079
17,0.688941095
18,0.707387105
19,0.730879666
20,0.731140694
21,0.703602193
22,0.662316192
23,0.621421735
24,0.590968416
1,0.571217263
2,0.5623858
3,0.554685461
4,0.561863743
5,0.589054207
6,0.636865918
7,0.686678848
8,0.718219786
9,0.70991038
10,0.7082572
11,0.703689202
12,0.698947185
13,0.681675803
14,0.663229792
15,0.668493866
16,0.68972418
17,0.721656661
18,0.72605064
19,0.738318977
20,0.738362482
21,0.71082398
22,0.676455234
23,0.632471939
24,0.601496563
1,0.590359349
2,0.592230053
3,0.592360567
4,0.598364222
5,0.620943183
6,0.677194814
7,0.730140085
8,0.74119029
9,0.698468633
10,0.67367093
11,0.664056382
12,0.659662403
13,0.645131819
14,0.635908814
15,0.624945619
16,0.634734186
17,0.672148264
18,0.701383451
19,0.729182981
20,0.738362482
21,0.709475333
22,0.670538589
23,0.632254416
24,0.59871226
1,0.58761855
2,0.566953798
3,0.566083703
4,0.573958061
5,0.586661446
6,0.607369703
7,0.644392239
8,0.651352997
9,0.638432089
10,0.621334725
11,0.605542504
12,0.593535195
13,0.575263204
14,0.555642565
15,0.55311929
16,0.568868007
17,0.603715305
18,0.633342034
19,0.661620117
20,0.662925259
21,0.644305229
22,0.615070043
23,0.578091012
24,0.554902984
1,0.53789263
2,0.532193509
3,0.526276864
4,0.531410424
5,0.541677543
6,0.557121726
7,0.584225181
8,0.590054816
9,0.582746019
10,0.575089185
11,0.565953189
12,0.560471591
13,0.5522927
14,0.538197163
15,0.53541286
16,0.556860698
17,0.596232489
18,0.625337162
